ID_Venda,Produto,Quantidade,Preco_Unitario,Data_Venda,Regiao
655,C,9,11.36,2023-01-24,Sul
656,A,3,4.24,2023-07-03,Sul
657,D,18,8.49,2023-09-22,Sul
658,C,1,11.42,2023-06-17,Norte
659,A,24,12.48,2023-11-20,Leste
660,C,3,3.46,2023-11-27,Oeste
661,D,16,1.31,2023-06-14,Oeste
662,C,5,6.98,2023-08-13,Norte
663,B,13,11.6,2023-01-23,Sul
664,D,3,10.41,2023-05-20,Oeste
665,C,11,2.64,2023-05-05,Norte
666,C,22,10.02,2023-10-23,Sul
667,D,21,3.89,2023-04-07,Sul
668,C,2,6.69,2023-01-28,Oeste
669,A,14,5.86,2023-03-23,Oeste
670,B,14,1.87,2023-05-24,Sul
671,C,10,8.97,2023-03-24,Leste
672,B,8,12.06,2023-10-05,Norte
673,D,16,6.49,2023-01-24,Oeste
674,D,17,11.3,2023-03-07,Oeste
675,B,15,3.52,2023-02-18,Norte
676,A,10,10.73,2023-03-06,Sul
677,D,3,4.81,2023-11-25,Norte
678,A,20,11.58,2023-05-30,Norte
679,D,11,10.64,2023-08-19,Sul
680,B,18,9.21,2023-09-14,Sul
681,B,7,13.69,2023-07-29,Leste
682,D,21,7.98,2023-01-21,Sul
683,A,23,2.39,2023-04-10,Norte
684,A,6,6.17,2023-03-10,Sul
685,C,22,1.69,2023-01-25,Oeste
686,A,23,5.26,2023-08-03,Norte
687,A,18,6.32,2023-01-17,Norte
688,B,7,4.21,2023-08-23,Oeste
689,B,8,10.59,2023-12-08,Norte
690,B,9,4.77,2023-05-21,Sul
691,B,12,6.35,2023-11-13,Oeste
692,D,15,9.52,2023-09-12,Norte
693,C,2,11.72,2023-02-18,Oeste
694,D,15,13.24,2023-06-26,Oeste
695,D,6,13.42,2023-11-11,Sul
696,A,24,3.0,2023-02-03,Leste
697,D,18,9.6,2023-02-10,Oeste
698,C,5,9.6,2023-02-15,Oeste
699,A,21,1.26,2023-08-19,Leste
700,D,2,13.66,2023-06-28,Norte
701,B,18,9.6,2023-10-02,Sul
702,A,13,14.54,2023-02-20,Norte
703,B,5,14.7,2023-12-21,Norte
704,C,5,12.18,2023-11-21,Oeste
705,D,4,11.67,2023-05-05,Norte
706,B,16,2.75,2023-11-12,Oeste
707,D,9,1.85,2023-10-15,Norte
708,D,5,13.0,2023-06-02,Norte
709,D,18,12.46,2023-11-20,Oeste
710,C,19,4.29,2023-07-22,Leste
711,C,9,13.08,2023-04-18,Leste
712,B,2,9.01,2023-09-30,Leste
713,B,17,3.83,2023-12-29,Oeste
714,B,18,8.25,2023-07-17,Norte
715,C,5,13.43,2023-01-06,Oeste
716,C,8,12.35,2023-11-17,Sul
717,C,20,2.41,2023-06-07,Norte
718,A,1,10.94,2023-07-28,Norte
719,C,2,2.92,2023-05-27,Sul
720,A,23,8.76,2023-03-26,Leste
721,C,23,9.69,2023-12-01,Norte
722,C,12,5.74,2023-02-24,Norte
723,B,5,12.47,2023-05-25,Norte
724,C,22,12.44,2023-01-13,Norte
725,D,7,1.28,2023-01-26,Oeste
726,B,18,14.06,2023-08-09,Oeste
727,B,11,4.86,2023-08-03,Sul
728,D,6,7.19,2023-11-26,Leste
729,D,1,4.4,2023-08-09,Oeste
730,B,24,10.87,2023-06-26,Oeste
731,C,16,5.75,2023-02-04,Sul
732,C,1,3.44,2023-04-20,Sul
733,C,5,9.36,2023-10-17,Sul
734,C,22,1.34,2023-03-24,Leste
735,C,3,13.71,2023-10-05,Sul
736,D,21,13.46,2023-07-20,Leste
737,A,3,1.59,2023-11-19,Oeste
738,D,18,8.88,2023-08-02,Oeste
739,A,21,11.53,2023-10-24,Oeste
740,C,9,12.42,2023-01-24,Sul
741,D,18,9.59,2023-05-16,Norte
742,A,9,7.77,2023-09-16,Norte
743,D,15,1.12,2023-10-13,Leste
744,B,13,5.43,2023-04-27,Norte
745,D,12,2.46,2023-10-23,Norte
746,D,11,4.52,2023-01-21,Norte
747,B,4,13.46,2023-06-26,Leste
748,C,21,3.82,2023-03-29,Sul
749,A,14,2.1,2023-03-08,Leste
750,C,8,1.5,2023-10-27,Norte
751,C,8,14.18,2023-07-11,Norte
752,D,2,9.05,2023-03-03,Oeste
753,A,9,1.46,2023-09-13,Leste
754,A,20,9.09,2023-10-16,Oeste
755,C,7,11.75,2023-12-19,Leste
756,A,6,4.2,2023-12-16,Sul
757,A,3,5.93,2023-06-17,Leste
758,C,18,9.17,2023-03-04,Sul
759,D,22,1.79,2023-01-22,Oeste
760,D,16,11.32,2023-05-19,Norte
761,C,12,10.42,2023-09-01,Sul
762,B,19,10.2,2023-01-13,Sul
763,C,3,11.28,2023-02-06,Oeste
764,A,10,1.67,2023-12-07,Sul
765,B,14,13.64,2023-10-07,Leste
766,A,23,1.63,2023-06-29,Norte
767,C,11,9.54,2023-01-13,Oeste
768,B,11,14.56,2023-12-10,Norte
769,D,2,11.07,2023-03-02,Sul
770,B,12,7.62,2023-01-22,Leste
771,A,12,5.6,2023-12-15,Norte
772,A,23,13.69,2023-08-31,Leste
773,C,20,6.21,2023-01-30,Sul
774,A,6,1.39,2023-12-13,Oeste
775,A,21,6.32,2023-11-23,Oeste
776,C,7,4.84,2023-06-13,Norte
777,B,24,10.47,2023-06-14,Sul
778,B,14,8.82,2023-04-15,Leste
779,A,24,13.05,2023-12-04,Leste
780,C,13,6.26,2023-08-30,Sul
781,C,3,14.86,2023-07-01,Sul
782,D,23,5.2,2023-02-27,Oeste
783,C,22,4.56,2023-07-31,Leste
784,A,16,2.29,2023-05-01,Oeste
785,A,10,3.57,2023-09-23,Sul
786,B,21,3.78,2023-09-23,Sul
787,A,5,10.6,2023-09-25,Norte
788,C,11,7.13,2023-03-24,Oeste
789,D,15,13.74,2023-05-23,Oeste
790,B,5,13.01,2023-04-07,Oeste
791,D,24,11.46,2023-03-20,Norte
792,A,18,10.56,2023-04-25,Oeste
793,D,19,9.17,2023-11-24,Sul
794,D,6,8.89,2023-07-04,Sul
795,A,5,7.4,2023-08-25,Sul
796,B,8,3.95,2023-07-16,Oeste
797,B,8,1.39,2023-10-31,Norte
798,A,22,4.46,2023-03-08,Sul
799,A,14,11.94,2023-08-31,Leste
800,C,2,3.04,2023-05-05,Sul
801,D,6,2.91,2023-01-30,Norte
802,A,10,14.4,2023-03-23,Leste
803,D,11,10.78,2023-08-09,Norte
804,B,20,2.81,2023-01-07,Norte
805,A,9,4.38,2023-03-17,Oeste
806,C,24,7.58,2023-06-04,Sul
807,B,17,7.95,2023-03-22,Leste
808,D,19,8.47,2023-06-10,Oeste
809,B,18,10.84,2023-04-25,Oeste
810,B,3,2.71,2023-07-12,Oeste
811,C,8,13.16,2023-04-17,Leste
812,B,17,12.7,2023-12-18,Leste
813,C,15,2.87,2023-09-11,Sul
814,A,19,13.16,2023-11-17,Oeste
815,C,2,13.25,2023-07-31,Leste
816,B,18,3.94,2023-07-11,Leste
817,B,23,12.21,2023-09-29,Oeste
818,B,22,7.03,2023-08-20,Sul
819,D,21,7.45,2023-08-19,Leste
820,C,16,3.06,2023-12-06,Norte
821,C,13,9.23,2023-03-11,Leste
822,C,15,5.86,2023-08-06,Norte
823,B,2,5.91,2023-03-09,Oeste
824,A,24,7.72,2023-12-22,Norte
825,A,10,5.01,2023-03-10,Sul
826,B,3,4.81,2023-11-04,Norte
827,C,8,4.54,2023-12-16,Sul
828,C,5,3.21,2023-10-10,Leste
829,A,22,7.88,2023-08-13,Oeste
830,A,16,9.95,2023-02-03,Oeste
831,C,16,14.13,2023-12-09,Sul
832,C,6,3.57,2023-07-06,Norte
833,C,14,1.02,2023-01-31,Leste
834,A,1,12.79,2023-11-20,Oeste
835,C,23,14.5,2023-02-14,Sul
836,C,21,1.16,2023-08-23,Norte
837,D,18,13.9,2023-12-18,Norte
838,B,6,4.72,2023-11-12,Sul
839,C,17,5.28,2023-03-11,Sul
840,D,9,10.46,2023-11-29,Leste
841,D,10,2.34,2023-08-01,Sul
842,B,7,8.31,2023-07-21,Sul
843,C,20,10.99,2023-07-26,Sul
844,B,11,2.51,2023-07-25,Oeste
845,D,9,3.44,2023-09-25,Sul
846,D,18,10.36,2023-09-10,Norte
847,B,7,4.52,2023-06-08,Norte
848,B,10,10.41,2023-07-30,Sul
849,B,3,11.18,2023-03-27,Oeste
850,A,23,11.19,2023-06-21,Leste
851,B,21,1.45,2023-10-14,Leste
852,C,18,13.61,2023-06-21,Norte
853,C,9,6.06,2023-11-20,Leste
854,B,7,7.64,2023-08-28,Leste
855,A,23,6.59,2023-10-18,Leste
856,A,11,14.6,2023-07-05,Leste
857,D,12,6.51,2023-03-09,Norte
858,A,23,2.06,2023-03-27,Leste
859,A,2,2.68,2023-03-30,Sul
860,D,4,7.08,2023-10-02,Oeste
861,D,7,4.82,2023-03-10,Leste
862,D,16,9.93,2023-09-03,Sul
863,C,1,12.1,2023-09-20,Oeste
864,B,6,14.95,2023-10-08,Oeste
865,D,4,10.28,2023-12-03,Leste
866,C,7,9.2,2023-08-05,Sul
867,C,6,7.68,2023-01-11,Leste
868,D,17,6.22,2023-09-21,Sul
869,C,23,1.95,2023-11-24,Sul
870,B,7,6.99,2023-08-13,Oeste
871,B,19,7.25,2023-03-02,Oeste
872,D,9,12.79,2023-04-02,Oeste
873,D,13,13.72,2023-12-20,Oeste
874,A,18,6.47,2023-09-05,Sul
875,A,20,2.41,2023-06-25,Sul
876,A,24,2.52,2023-09-11,Norte
877,D,18,9.36,2023-10-07,Sul
878,B,4,4.9,2023-09-25,Sul
879,A,10,10.76,2023-09-24,Oeste
880,B,8,9.19,2023-01-19,Leste
881,D,11,9.24,2023-06-10,Leste
882,B,17,5.24,2023-05-28,Leste
883,C,20,8.99,2023-03-03,Sul
884,A,22,11.26,2023-04-13,Norte
885,D,4,9.33,2023-04-22,Norte
886,B,18,1.94,2023-09-28,Leste
887,D,6,5.94,2023-08-10,Oeste
888,A,17,2.31,2023-05-11,Sul
889,A,8,14.41,2023-09-12,Leste
890,C,5,12.13,2023-12-11,Norte
891,B,15,6.44,2023-02-20,Oeste
892,B,18,2.02,2023-09-25,Leste
893,D,21,8.26,2023-12-26,Norte
894,D,7,9.91,2023-08-05,Sul
895,C,15,1.06,2023-01-06,Norte
896,D,12,9.56,2023-05-25,Norte
897,D,5,12.67,2023-06-16,Sul
898,B,10,6.15,2023-01-12,Leste
899,C,11,11.7,2023-12-09,Oeste
900,D,19,6.53,2023-03-07,Oeste
901,C,4,2.82,2023-05-03,Sul
902,C,22,12.37,2023-04-21,Oeste
903,C,11,2.59,2023-11-13,Leste
904,B,24,1.09,2023-12-12,Norte
905,A,5,2.8,2023-05-26,Leste
906,B,10,8.8,2023-12-08,Sul
907,D,12,5.44,2023-07-08,Norte
908,D,7,4.98,2023-01-10,Sul
909,B,23,14.98,2023-05-14,Norte
910,D,12,14.7,2023-09-12,Oeste
911,B,8,13.9,2023-05-15,Norte
912,B,11,7.87,2023-06-06,Oeste
913,D,12,2.41,2023-02-13,Leste
914,D,17,2.89,2023-08-04,Sul
915,C,11,3.92,2023-12-16,Norte
916,A,16,14.6,2023-07-03,Norte
917,B,12,10.88,2023-06-06,Oeste
918,B,14,5.65,2023-07-25,Norte
919,D,17,6.93,2023-04-29,Sul
920,B,11,12.18,2023-06-14,Norte
921,A,19,11.37,2023-10-15,Sul
922,C,9,4.54,2023-08-26,Leste
923,C,2,7.07,2023-12-27,Oeste
924,D,12,8.32,2023-10-05,Oeste
925,C,24,6.08,2023-01-18,Norte
926,B,2,5.0,2023-10-03,Norte
927,C,12,5.47,2023-12-15,Oeste
928,B,7,9.51,2023-01-16,Leste
929,C,5,11.45,2023-04-23,Oeste
930,D,10,4.86,2023-03-20,Norte
931,A,14,11.83,2023-07-06,Leste
932,B,4,4.39,2023-06-10,Norte
933,A,5,7.75,2023-06-17,Leste
934,A,24,13.58,2023-09-22,Oeste
935,B,4,13.9,2023-02-20,Sul
936,A,15,6.29,2023-01-25,Sul
937,C,24,8.21,2023-07-06,Oeste
938,A,19,10.04,2023-06-14,Oeste
939,B,9,11.73,2023-04-07,Leste
940,A,14,9.61,2023-07-23,Leste
941,D,9,3.73,2023-12-21,Sul
942,D,17,6.92,2023-09-21,Leste
943,A,8,1.48,2023-02-22,Leste
944,A,17,10.64,2023-01-19,Oeste
945,C,23,8.55,2023-07-11,Oeste
946,D,7,11.37,2023-03-17,Sul
947,A,19,1.69,2023-06-07,Leste
948,D,11,10.44,2023-07-23,Sul
949,B,7,8.07,2023-09-12,Sul
950,B,7,12.35,2023-02-22,Sul
951,C,8,14.2,2023-09-02,Oeste
952,D,5,7.46,2023-03-06,Leste
953,A,16,12.0,2023-09-23,Oeste
954,D,16,11.04,2023-11-14,Norte
955,A,20,12.44,2023-10-18,Leste
956,D,21,11.48,2023-12-29,Oeste
957,D,9,2.73,2023-07-01,Norte
958,A,2,13.43,2023-02-18,Norte
959,C,16,12.24,2023-01-31,Oeste
960,D,22,4.06,2023-07-21,Leste
961,D,1,3.61,2023-11-20,Norte
962,C,19,3.66,2023-12-31,Oeste
963,D,12,3.35,2023-03-20,Leste
964,A,23,9.94,2023-02-11,Sul
965,A,13,12.7,2023-04-11,Sul
966,B,4,5.88,2023-01-21,Oeste
967,A,15,13.29,2023-10-11,Leste
968,D,17,9.31,2023-11-01,Norte
969,A,14,4.18,2023-11-08,Norte
970,D,15,8.5,2023-08-14,Leste
971,C,8,1.3,2023-11-19,Sul
972,A,19,4.07,2023-11-06,Leste
973,B,18,14.96,2023-01-12,Sul
974,B,7,9.74,2023-11-22,Sul
975,D,7,8.14,2023-04-09,Oeste
976,C,2,3.06,2023-03-17,Leste
977,C,16,2.33,2023-03-11,Oeste
978,B,13,2.46,2023-05-14,Leste
979,D,10,11.82,2023-03-26,Leste
980,D,6,11.62,2023-09-26,Oeste
981,B,10,14.63,2023-08-13,Sul
982,D,3,3.84,2023-03-19,Leste
983,B,13,5.74,2023-08-14,Leste
984,C,4,4.39,2023-01-24,Norte
985,B,24,8.31,2023-06-28,Oeste
986,C,4,3.36,2023-05-06,Norte
987,A,21,9.55,2023-05-19,Leste
988,C,10,10.52,2023-04-02,Norte
989,B,16,13.3,2023-01-26,Norte
990,B,16,14.97,2023-01-13,Norte
991,B,23,9.27,2023-04-15,Oeste
992,A,4,12.2,2023-01-26,Norte
993,A,15,7.59,2023-10-30,Sul
994,A,10,4.99,2023-07-11,Oeste
995,B,6,9.51,2023-10-27,Oeste
996,B,16,10.11,2023-04-15,Oeste
997,A,12,13.03,2023-11-18,Norte
998,D,2,1.61,2023-07-06,Oeste
999,C,19,6.83,2023-04-21,Sul
1000,C,4,1.74,2023-07-26,Norte
